460	51	0.6666666666666667	7
224	157	0.6666666666666667	2
462	13	0.6666666666666667	3
463	177	0.6666666666666667	4
464	77	0.6666666666666667	5
437	250	0.6666666666666667	3
448	451	0.6666666666666667	12
452	467	0.6666666666666667	28
468	435	0.6666666666666667	31
469	466	0.6666666666666667	34
423	166	0.6666666666666667	3
61	153	0.6666666666666667	2
444	427	0.6666666666666667	42
449	453	0.6666666666666667	11
474	131	0.6666666666666667	12
473	470	0.6799999999999999	76
476	443	0.6875	80
471	115	0.6875	4
477	430	0.6923076923076923	149
479	424	0.6956521739130435	151
480	436	0.7272727272727273	158
478	50	0.7272727272727273	5
481	475	0.7391304347826086	170
483	482	0.7407407407407407	175
484	465	0.75	180
233	141	0.75	2
82	193	0.75	2
485	390	0.7567567567567568	195
242	114	0.7666666666666666	2
431	472	0.782608695652174	30
461	454	0.8	10
488	455	0.8	198
489	81	0.8	3
492	493	0.8	201
487	180	0.8	3
305	39	0.8	3
494	70	0.8	202
497	149	0.8235294117647058	203
498	495	0.8333333333333334	206
499	490	0.8421052631578947	236
496	24	0.8695652173913043	4
500	491	0.8918918918918919	246
502	486	0.8947368421052632	248
503	501	0.9	252
504	185	0.9230769230769231	253
505	83	0.9583333333333334	254
